instance_id	Category_label	file_name
0	-1	4e8cd7af395d14bb958b8a554b777ae3.jpg
1	-1	5c640be6088d827f2c995740a934e0ed.jpg
2	-1	d3e2f8b041bd931692bd39a2a79fc5d7.jpg
3	-1	ba655033c2396be68f0777be32d3ee06.jpg
4	-1	24209993787aaeb5984ed5112df0ad4b.jpg
5	-1	d980213437ce6e52fc4cdeeedcdd8a3c.jpg
6	-1	470b08c1464b32bca17c32f344aaf404.jpg
7	-1	b6d23499f28721629e6b93cb50aead8d.jpg
8	-1	8496cadeb7eedf0f00fc60e88538ffe5.jpg
9	-1	6a013a3a17d7abe2c8fc9f1d522b5123.jpg
10	-1	bff409339515ef14e956dcef00e39222.jpg
11	-1	a011b554eaa955894082e4c73f564c64.jpg
12	-1	e692b475e16eb8d78ca332aab483e281.jpg
13	-1	7130a1480c3b5aca0ec5464401a88d15.jpg
14	-1	9e3b087aeea272a24bbf6e0a00d8cd99.jpg
15	-1	3e940c0be1e3ea729470d43470b5a026.jpg
16	-1	def203e5aa4946e585a67ff4ed0b6d57.jpg
17	-1	7f3acd8420bb82cf8beedae3fa03952e.jpg
18	-1	7f27c31d4956c9e09732a760438ff4ff.jpg
19	-1	ffbfe2b7e7b6662372eeed74c7813968.jpg
20	-1	0b278e71e46094ac7a059b0cd24613c4.jpg
21	-1	90960099682a03496a920ab7decfccb2.jpg
22	-1	d5123aa0f0ae200b0d54731607dc674c.jpg
23	-1	7c594f00818714e7587e88d0191a29e5.jpg
24	-1	77076dd0f754741fb5d7f320686aa048.jpg
25	-1	59e1dfdf6b2a0009beb4f1f50a67053f.jpg
26	-1	ff01b93d627201bec37fbbca597ec02a.jpg
27	-1	385040bae63d5f80f10067cd5c3991a7.jpg
28	-1	52f61ea388645b17acd61734cf46fb05.jpg
29	-1	b3dd56f8f7392b9baeb890f0eedfbec1.jpg
30	-1	85b8b19781cf40862055c37576eaac1f.jpg
31	-1	a2bef52671773a9a7911b2763b2ed0b5.jpg
